year,site_id,site_name,launches_eff,launches_eff_int,base_2025,alpha_strength,r_post2050,K_carrying,model,site_name_full,lat_deg,lon_deg,launches_eff_model,launches_eff_int_model,is_extrapolated,dv_rot_kmps,dv_surface_to_moon_kmps,dv_geo_to_moon_kmps,isp_v_s,isp_sl_s,isp_surface_choice,mr_surface_to_moon,mr_geo_to_moon,prop_ratio_surface,prop_ratio_geo,prop_ratio_mode1,prop_ratio_mode2,prop_ratio_mode3,payload_per_launch_ton,k_heavy,k_shuttle,x_2050_ton,g_r,k_I,isp_v0_s,isp_vmax_s,isp_sl0_s,isp_slmax_s,g0_mps2,dv_base_kmps,v_eq_kmps
2025,AK_US,4.0,4.0,4,4.0,1.05,0.055,839.4867064678066,exp_to_2050_then_logistic_adjusted,Alaska_Kodiak,57.4000,-152.3000,4.000000,4,0,0.250528,14.666472,4.693000,380.000000,330.000000,V,51.12892806,3.52161422,80.20628490,2.89985635,5.79971271,83.10614126,160.41256980,59.700696,0.600000,0.150000,125.000000,0.030000,0.050000,380.000000,405.000000,330.000000,355.000000,9.810000,14.917000,0.465000
2026,AK_US,4.0,4.077,4,4.0,1.05,0.055,839.4867064678066,exp_to_2050_then_logistic_adjusted,Alaska_Kodiak,57.4000,-152.3000,4.000000,4,0,0.250528,14.666472,4.693000,380.000000,330.000000,V,51.12892806,3.52161422,80.20628490,2.89985635,5.79971271,83.10614126,160.41256980,61.491717,0.600000,0.150000,125.000000,0.030000,0.050000,380.000000,405.000000,330.000000,355.000000,9.810000,14.917000,0.465000
2027,AK_US,4.0,4.156,4,4.0,1.05,0.055,839.4867064678066,exp_to_2050_then_logistic_adjusted,Alaska_Kodiak,57.4000,-152.3000,4.000000,4,0,0.250528,14.666472,4.693000,381.219264,331.219264,V,50.48958611,3.50746317,79.18333777,2.88358264,5.76716529,82.06692042,158.36667554,63.336469,0.600000,0.150000,125.000000,0.030000,0.050000,380.000000,405.000000,330.000000,355.000000,9.810000,14.917000,0.465000
2028,AK_US,4.0,4.236,4,4.0,1.05,0.055,839.4867064678066,exp_to_2050_then_logistic_adjusted,Alaska_Kodiak,57.4000,-152.3000,4.000000,4,0,0.250528,14.666472,4.693000,382.379065,332.379065,V,49.89256151,3.49413831,78.22809842,2.86825906,5.73651811,81.09635747,156.45619684,65.236563,0.600000,0.150000,125.000000,0.030000,0.050000,380.000000,405.000000,330.000000,355.000000,9.810000,14.917000,0.465000
2029,AK_US,4.0,4.317,4,4.0,1.05,0.055,839.4867064678066,exp_to_2050_then_logistic_adjusted,Alaska_Kodiak,57.4000,-152.3000,4.000000,4,0,0.250528,14.666472,4.693000,383.482301,333.482301,V,49.33450111,3.48158468,77.33520177,2.85382238,5.70764476,80.18902415,154.67040354,67.193659,0.600000,0.150000,125.000000,0.030000,0.050000,380.000000,405.000000,330.000000,355.000000,9.810000,14.917000,0.465000
2030,AK_US,4.0,4.4,4,4.0,1.05,0.055,839.4867064678066,exp_to_2050_then_logistic_adjusted,Alaska_Kodiak,57.4000,-152.3000,4.000000,4,0,0.250528,14.666472,4.693000,384.531731,334.531731,V,48.81237521,3.46975166,76.49980033,2.84021441,5.68042881,79.34001474,152.99960067,69.209469,0.600000,0.150000,125.000000,0.030000,0.050000,380.000000,405.000000,330.000000,355.000000,9.810000,14.917000,0.465000
2031,AK_US,4.0,4.485,4,4.0,1.05,0.055,839.4867064678066,exp_to_2050_then_logistic_adjusted,Alaska_Kodiak,57.4000,-152.3000,4.000000,4,0,0.250528,14.666472,4.693000,385.529980,335.529980,V,48.32344033,3.45859255,75.71750453,2.82738144,5.65476288,78.54488597,151.43500906,71.285753,0.600000,0.150000,125.000000,0.030000,0.050000,380.000000,405.000000,330.000000,355.000000,9.810000,14.917000,0.465000
2032,AK_US,4.0,4.572,5,4.0,1.05,0.055,839.4867064678066,exp_to_2050_then_logistic_adjusted,Alaska_Kodiak,57.4000,-152.3000,5.000000,5,0,0.250528,14.666472,4.693000,386.479544,336.479544,V,47.86520690,3.44806424,74.98433103,2.81527388,5.63054776,77.79960491,149.96866207,73.424326,0.600000,0.150000,125.000000,0.030000,0.050000,380.000000,405.000000,330.000000,355.000000,9.810000,14.917000,0.465000
2033,AK_US,4.0,4.66,5,4.0,1.05,0.055,839.4867064678066,exp_to_2050_then_logistic_adjusted,Alaska_Kodiak,57.4000,-152.3000,5.000000,5,0,0.250528,14.666472,4.693000,387.382798,337.382798,V,47.43541115,3.43812684,74.29665784,2.80384586,5.60769173,77.10050370,148.59331567,75.627056,0.600000,0.150000,125.000000,0.030000,0.050000,380.000000,405.000000,330.000000,355.000000,9.810000,14.917000,0.465000
2034,AK_US,4.0,4.75,5,4.0,1.05,0.055,839.4867064678066,exp_to_2050_then_logistic_adjusted,Alaska_Kodiak,57.4000,-152.3000,5.000000,5,0,0.250528,14.666472,4.693000,388.241999,338.241999,V,47.03199066,3.42874340,73.65118506,2.79305491,5.58610982,76.44423997,147.30237012,77.895867,0.600000,0.150000,125.000000,0.030000,0.050000,380.000000,405.000000,330.000000,355.000000,9.810000,14.917000,0.465000
2035,AK_US,4.0,4.841,5,4.0,1.05,0.055,839.4867064678066,exp_to_2050_then_logistic_adjusted,Alaska_Kodiak,57.4000,-152.3000,5.000000,5,0,0.250528,14.666472,4.693000,389.059296,339.059296,V,46.65306295,3.41987967,73.04490072,2.78286162,5.56572324,75.82776234,146.08980144,80.232743,0.600000,0.150000,125.000000,0.030000,0.050000,380.000000,405.000000,330.000000,355.000000,9.810000,14.917000,0.465000
2036,AK_US,4.0,4.934,5,4.0,1.05,0.055,839.4867064678066,exp_to_2050_then_logistic_adjusted,Alaska_Kodiak,57.4000,-152.3000,5.000000,5,0,0.250528,14.666472,4.693000,389.836734,339.836734,V,46.29690669,3.41150386,72.47505070,2.77322944,5.54645888,75.24828014,144.95010140,82.639726,0.600000,0.150000,125.000000,0.030000,0.050000,380.000000,405.000000,330.000000,355.000000,9.810000,14.917000,0.465000
